,TESLA DIAGNOSTICS,Unnamed: 1,Unnamed: 2
4258,1333    XR270   X-Ray Total Body (Paediatri                 ---Select---()          IH                                       300.00,,
4259,c),,
4260,,,
4261,1334    XR272   X-ray Urethrogram (RGU)                     .()                     IH                                      2000.00,,
4262,,,
4263,1335    XR273   X-Ray Wrist AP & Lat Views                  .()                     IH                                       250.00,,
4264,,,
4265,1336    XR274   X-Ray Wrist AP Oblique                      ---Select---()          IH                                       250.00,,
4266,View,,
4267,,,
4268,1337    XR275   X-Ray Wrist AP View                         ---Select---()          IH                                       200.00,,
4269,,,
4270,1338    XR276   X-Ray Wrist Lat View                        .()                     IH                                       200.00,,
4271,,,
4272,1339    XR277   X-Ray Chest PA View                         .()                     IH                                       200.00,,
4273,,,
4274,1340    XR278   X-Ray Hand AP & Lat Views                   ---Select---()          IH                                       250.00,,
4275,,,
4276,1341    XR279   Contrast                                    ---Select---()          IH                                      1200.00,,
4277,,,
4278,1342    XR280   Radial Nerve Study For                      ---Select---()          IH                                      3000.00,,
4279,Both Upper Limbs,,
4280,,,
4281,1343    XRB     X-Ray Mammography Right                     .()                     IH                                      1600.00,,
4282,Breast,,
4283,,,
4284,,,
4285,,,
4286,,,
4287,Page 80 of 86,,
4288,SEROLOGY,,
4289,,,
4290,SNo     Test        Name Of Test                  Methodology            Sample/Volume   Temp    Referral Lab   Schedule      Turn around,MRP,
4291,Code                                                                                     Name                         time,,
4292,,,
4293,1344    ANAP        ANA Profile                   Immuno Blot            Serum(1ml)      2-8°C   IH             Daily         2 days,3600.00,
4294,,,
4295,1345    ASO         Antistreptolysin O (ASO)      Latex Agglutination    Serum(1ml)      2-8°C   IH             Daily         Same Day,350.00,
4296,Titre,,
4297,,,
4298,1346    CRP         C-Reactive Proteins(CRP)      Latex Agglutination    Serum(1ml)      2-8°C   IH             Daily         Same Day,350.00,
4299,,,
4300,"1347    DC          Dengue Virus NS1, IgG &       Immunochromatography   Serum(1ml)      2-8°C   IH             Daily         Same Day",1300.00,
4301,IgM Qualitative,,
4302,,,
4303,1348    DNC         Dengue Virus NS1                                     Serum(2ml)              IH             Daily         Same Day,1100.00,
4304,Qualitative,,
4305,,,
4306,1349    DNS         Dengue NS1 Antigen -          ELISA                  Serum(2ml)      2-8°C   IH             Daily (Cutt   Same Day,1100.00,
4307,ELISA                                                                                       of 3.30 pm),,
4308,,,
4309,"1350    DS          Dengue Serology (NS1,IgG      ELISA                  Serum(1ml)      2-8°C   IH             Daily (Cutt   Same Day",2000.00,
4310,&IgM)                                                                                       of 3.30 pm),,
4311,,,
4312,1351    HbsAgC      HBsAg-Card                    Immunochromatography   Serum(1ml)      2-8°C   IH             Daily         Same Day,300.00,
4313,,,
4314,1352    HCVC        HCV (Card)                    Immunochromatography   Serum(1ml)      2-8°C   IH             Daily         Same Day,500.00,
4315,,,
4316,1353    HIVC        HIV - Card                    Immunochromatography   Serum(1ml)      2-8°C   IH             Daily         Same Day,500.00,
4317,,,
4318,1354    HP24        HIV P24 (4th Generation)      Immunochromatography   Serum(1ml)      2-8°C   IH             Daily (Be     Same Day,700.00,
4319,fore 4.00,,
4320,pm),,
4321,,,
4322,1355    RA          RA Factor                     Latex Agglutination    Serum(1ml)      2-8°C   IH             Daily         Same Day,350.00,
4323,,,
4324,1356    RPR         RPR (Rapid Plasma             Latex Agglutination    Serum(1ml)      2-8°C   IH             Daily         Next day,300.00,
4325,Reagin),,
4326,,,
4327,"1357    STIgG,IgM   Salmoella Typhi IgG,IgM (Ty   Immunochromatography   Serum(2ml)      2-8°C   IH             Daily         Same Day",450.00,
4328,phoid),,
4329,,,
4330,1358    STIgM       Salmoella Typhi IgM (Typho    Immunochromatography   Serum(1ml)      2-8°C   IH             Daily         Same Day,400.00,
4331,id),,
4332,,,
4333,1359    VDRL        VDRL                          Immunochromatography   Serum(1ml)      2-8°C   IH             Daily         Same Day,250.00,
4334,,,
4335,1360    WIDAL(S)    Widal (Slide Method)          Slide Agglutination    Serum(1ml)      2-8°C   IH             Daily         Same Day,250.00,
